,Geneid,gene_name,SRR3655795Aligned.sortedByCoord.out.bam,SRR3655801Aligned.sortedByCoord.out.bam,SRR3655791Aligned.sortedByCoord.out.bam,SRR3655798Aligned.sortedByCoord.out.bam,SRR3655797Aligned.sortedByCoord.out.bam,SRR3655799Aligned.sortedByCoord.out.bam,SRR3655793Aligned.sortedByCoord.out.bam,SRR3655800Aligned.sortedByCoord.out.bam,SRR3655802Aligned.sortedByCoord.out.bam,SRR3655792Aligned.sortedByCoord.out.bam,SRR3655794Aligned.sortedByCoord.out.bam,SRR3655796Aligned.sortedByCoord.out.bam
484,LOC108190014,,0,0,0,0,0,0,0,0,0,0,0,0
485,mab21l2,,50,134,61,43,43,88,42,192,290,114,131,104
486,LOC103908771,,0,0,0,0,0,0,0,0,0,0,0,0
487,rps3a,,1,1,0,2,2,0,1,0,1,0,0,1
491,sh3d19,,0,1,2,0,0,0,1,0,0,6,0,0
492,LOC103908775,,0,0,0,0,0,0,0,0,0,0,0,0
493,fam160a1a,,44,16,72,7,7,25,59,99,56,162,148,93
494,gatb,,1,4,1,3,3,9,6,38,11,2,11,11
495,dctpp1,,0,0,0,0,0,2,0,3,2,0,1,2
496,LOC101882397,,2,3,1,2,2,1,1,2,3,0,14,4
497,fbxw7,,13,12,8,12,12,21,13,47,12,28,23,21
498,tmem154,,36,168,21,2133,2133,261,50,647,406,40,117,87
499,mnd1,,9,74,10,55,55,38,12,92,135,20,63,20
500,tmem131l,,717,798,787,1287,1287,858,731,2123,2130,1902,1828,1616
501,trim2a,,121,128,286,109,109,334,282,795,306,692,649,312
502,fhdc1,,0,0,0,0,0,0,0,0,0,0,0,0
503,arfip1,,162,321,170,301,301,565,203,1429,797,381,493,344
505,LOC101882989,,0,0,0,1,1,1,0,0,0,1,8,7
506,si:dkey-30k22.10,,0,0,1,1,1,3,0,0,1,0,0,1
507,dchs2,,31,10,23,7,7,16,22,41,30,49,66,60
508,plrg1,,29,24,22,67,67,27,25,84,72,68,66,109
509,fgg,,0,560,0,3145,3145,913,0,2236,1320,2,3,2
510,lrata,,23,11,44,3,3,8,27,14,42,85,48,40
516,map9,,1,10,0,5,5,1,1,8,16,3,2,11
517,gucy1a3,,0,0,1,0,0,0,1,0,0,1,1,0
518,gucy1b3,,0,0,0,0,0,0,0,0,0,0,0,0
519,fabp2,,4,0,1,0,0,0,0,0,0,0,6,1
520,usp53b,,2,4,2,1,1,8,3,8,14,3,1,8
521,myoz2b,,0,3,0,1,1,3,1,10,10,0,1,0
522,synpo2b,,542,373,436,17,17,204,176,531,902,1219,515,1333
523,si:ch211-145b13.5,,21,20,25,1,1,11,21,20,49,71,29,60
524,si:ch211-145b13.6,,78,77,145,60,60,97,94,204,206,330,233,223
525,gpank1,,51,70,55,40,40,54,22,137,155,97,97,141
526,pdcd4a,,610,566,1054,212,212,811,817,1993,1394,2922,2030,1557
527,mxd4,,322,429,450,211,211,265,338,756,1100,970,873,712
528,ndufb6,,378,680,411,468,468,540,455,1317,1733,933,1244,903
529,toporsa,,124,153,116,176,176,150,103,349,367,304,282,276
530,mtap,,191,611,233,555,555,409,285,1083,1462,493,735,457
531,cdkn2a/b,,0,6,0,26,26,3,1,6,7,3,3,4
534,tet2,,208,174,246,238,238,259,174,647,447,625,466,467
535,ppa2,,52,143,75,141,141,122,102,357,350,240,205,193
536,arhgef38,,86,198,198,92,92,223,121,548,455,436,272,168
537,ints12,,79,139,56,141,141,88,58,223,350,159,156,186
538,g3bp2,,393,1097,509,343,343,829,447,2113,2654,1256,1119,1011
539,uso1,,1250,1304,1293,987,987,1277,1204,2995,3223,3197,2900,3113
540,LOC108185367,,1,0,0,0,0,0,0,3,0,0,1,1
542,coro2a,,725,1543,1519,310,310,1558,1602,3996,3837,3899,4168,1704
543,anp32b,,314,1309,260,1245,1245,815,329,1966,3198,730,975,782
544,si:dkey-25o16.2,,694,837,635,139,139,1013,670,2524,2275,1706,1681,1570
545,trmo,,80,93,67,82,82,113,84,229,207,198,168,203
546,si:dkey-25o16.4,,13,293,3,163,163,114,46,316,694,8,96,30
548,sh3gl2a,,14,4,10,13,13,17,11,28,16,33,19,35
549,cntln,,4,26,1,11,11,6,1,11,33,4,8,8
550,bnc2,,17,34,13,105,105,39,18,98,117,26,43,44
552,LOC110439825,,0,0,0,0,0,0,0,0,0,0,0,0
554,LOC108190634,,0,0,0,0,0,0,0,0,0,0,0,0
555,LOC101883046,,0,0,0,0,0,0,0,0,0,0,0,0
556,pspc1,,92,156,61,151,151,128,54,389,354,200,235,209
557,dnajb14,,119,269,148,232,232,286,174,738,684,388,373,272
558,LOC110439743,,3,6,0,0,0,1,1,5,7,5,1,14
559,sgut1,,555,749,522,732,732,751,770,1874,1954,1333,1945,1307
560,chst10,,78,242,127,268,268,180,95,431,572,262,234,240
561,snapc3,,226,305,115,171,171,283,248,644,713,290,552,548
562,psip1a,,26,49,14,43,43,46,25,98,104,50,63,74
564,si:ch1073-440b2.1,,171,141,199,147,147,122,242,334,364,494,562,413
565,LOC108182421,,0,0,0,0,0,0,0,0,0,0,0,0
566,LOC110439834,,0,0,0,0,0,0,0,0,0,0,0,0
567,LOC103908832,,3,1,0,3,3,4,0,13,0,1,0,0
568,LOC108190024,,0,0,0,2,2,2,0,4,5,0,2,2
569,LOC108185504,,0,0,0,0,0,0,0,0,0,0,0,0
570,ednrba,,0,2,0,12,12,1,0,4,7,0,1,0
571,LOC108190026,,0,0,0,0,0,1,0,0,0,0,0,0
572,zgc:172295,,1880,2078,2317,1760,1760,1888,2848,4688,4906,5521,7170,4513
573,LOC103908837,,1,5,24,31,31,8,0,28,8,36,0,4
574,timmdc1,,128,467,102,574,574,460,184,1181,1168,259,511,336
575,poglut1,,77,159,71,60,60,142,114,347,412,179,275,156
576,pwp2h,,151,248,122,143,143,188,175,502,568,346,443,376
578,gemin8,,18,32,15,21,21,15,17,64,82,29,38,61
579,cbsa,,166,12,105,21,21,39,153,115,45,272,346,366
580,cryaa,,1,0,0,0,0,0,1,0,0,1,1,0
581,hsf2bp,,0,1,0,0,0,0,0,0,0,0,0,3
582,ankrd10a,,85,137,48,45,45,94,75,251,348,107,181,222
583,zgc:173948,,1,1,0,1,1,1,0,0,1,0,0,0
584,cars2,,100,110,101,63,63,141,98,363,310,237,275,210
585,irs2a,,1267,244,1154,238,238,281,1434,681,604,2916,3664,3114
586,lig4,,60,151,80,138,138,137,88,360,436,226,306,172
588,si:dkey-1h24.2,,2,2,0,4,4,3,1,6,4,1,1,6
589,si:dkey-1h24.6,,17,11,5,39,39,12,9,49,26,6,34,30
590,raph1b,,30,48,21,53,53,81,36,233,127,66,99,92
591,spp2,,0,48,0,2,2,37,0,55,95,0,0,0
592,alg11,,0,0,0,0,0,0,0,0,0,0,0,0
593,cpb2,,0,0,0,0,0,0,0,0,0,0,0,0
594,zc3h13,,1,4,2,6,6,5,3,7,10,12,2,2
595,tm9sf2,,0,0,0,0,0,0,0,0,0,0,0,0
597,pcca,,85,69,54,85,85,53,57,107,152,106,151,207
599,im:7148405,,0,0,0,0,0,0,0,0,0,0,0,0
600,vps8,,15,73,5,33,33,26,18,77,146,29,46,36
602,si:dkey-22o12.2,,0,0,0,2,2,0,0,1,0,0,2,0
604,igf2bp2b,,51,39,53,191,191,42,24,102,81,110,66,123
605,ubac2,,6,9,5,6,6,9,7,27,23,11,23,14
606,gpr183b,,0,0,0,0,0,0,0,0,0,0,0,0
607,dachc,,41,9,12,9,9,8,19,8,22,20,28,81
608,si:dkey-15d12.2,,0,0,0,0,0,0,0,0,0,0,0,0
609,bora,,0,5,0,2,2,0,0,2,11,0,0,0
610,dis3,,3,8,2,6,6,6,5,12,20,15,19,12
611,metap1d,,0,0,0,0,0,0,0,0,0,0,0,0
613,itga6b,,1,6,0,11,11,1,0,8,18,8,3,11
614,si:ch211-269i23.2,,69,127,101,89,89,113,55,311,331,259,165,219
615,eef1a1b,,2,4,6,0,0,3,1,5,4,9,2,3
616,kcnq5b,,4,2,4,44,44,5,8,18,26,11,20,19
617,LOC103908890,,0,0,0,0,0,0,0,0,0,0,0,0
618,LOC568486,,6,9,6,27,27,5,0,12,17,16,8,16
619,cenpk,,12,113,3,60,60,40,15,88,288,10,48,14
620,LOC110439710,,0,0,0,0,0,0,0,2,0,1,0,0
622,slc2a15b,,0,0,0,17,17,0,0,0,0,0,0,0
624,dpcd,,16,80,23,43,43,39,23,132,177,53,51,45
625,poll,,49,131,79,117,117,104,80,275,325,169,188,117
626,wbp1lb,,457,326,298,331,331,211,493,547,778,842,1265,1093
627,as3mt,,504,607,347,366,366,423,364,1094,1662,871,905,1282
628,cnnm2b,,178,19,46,10,10,42,88,105,60,88,277,413
629,nt5c2b,,187,328,247,485,485,393,315,1016,782,572,736,436
631,anos1a,,5,11,0,18,18,9,2,35,51,3,1,6
632,LOC101885607,,0,0,0,0,0,0,1,0,0,0,0,0
633,sts,,64,67,56,76,76,115,40,292,175,127,163,140
634,pnpla4,,1,6,2,1,1,8,1,10,6,10,4,2
635,LOC101885560,,0,0,0,0,0,0,0,0,0,0,0,0
636,pudp,,0,0,0,0,0,0,0,0,0,0,0,0
638,LOC562564,,0,1,0,0,0,0,0,0,3,0,0,0
639,LOC110439944,,0,0,0,0,0,0,0,0,0,0,0,0
640,prkx,,35,133,60,173,173,123,61,298,299,179,180,67
641,mxra5a,,9,154,7,97,97,527,3,1323,317,9,25,22
642,gyg2,,0,4,0,41,41,24,0,64,7,1,0,1
643,cd99,,118,260,82,392,392,191,59,452,677,180,151,293
645,dhrsx,,67,95,83,116,116,105,82,260,230,150,193,170
646,creb1a,,86,117,97,139,139,106,80,245,293,225,205,220
647,chmp2bb,,514,2222,656,1762,1762,2077,742,5313,5780,1597,1877,1288
650,znf654,,372,463,432,540,540,424,365,974,1120,984,979,923
651,arl13b,,51,86,47,92,92,119,48,205,218,133,91,131
652,nsun3,,22,35,20,28,28,34,13,74,71,29,45,34
653,LOC110439842,,1,0,0,0,0,0,0,0,0,0,0,1
657,arl6,,16,14,3,22,22,25,5,48,34,24,21,40
659,kctd12.2,,13,9,6,44,44,10,7,34,36,19,20,34
660,lmo7b,,5,0,2,1,1,5,6,15,2,7,9,15
661,klf12a,,21,22,16,45,45,21,15,60,85,21,29,52
662,klf5a,,27,53,202,5,5,86,54,289,142,544,158,89
663,pibf1,,20,56,27,56,56,49,26,121,141,63,66,56
664,gpalpp1,,64,196,95,243,243,237,89,517,481,219,277,177
665,gtf2f2a,,162,294,154,305,305,269,197,763,818,399,462,391
666,tpt1,,86709,34463,88842,47153,47153,43098,55871,107298,85597,220729,140795,210365
667,LOC110439843,,0,1,1,5,5,0,1,3,1,6,3,0
668,zgc:172122,,2,7,0,9,9,5,1,22,5,2,2,9
669,LOC101886453,,0,0,0,0,0,0,0,0,0,0,0,0
670,LOC103910066,,112,87,1,165,165,50,1,107,215,2,3,269
673,LOC110439844,,0,0,1,0,0,0,0,0,0,3,0,1
674,LOC101886362,,0,0,0,0,0,0,0,0,0,0,0,0
675,sc:d189,,1,3,8,19,19,6,5,12,12,7,4,4
676,LOC101883801,,69,89,127,24,24,33,201,108,183,319,510,194
678,usp38,,92,324,122,251,251,279,113,703,689,258,271,204
679,gab1,,129,134,127,271,271,195,110,385,331,369,310,261
680,frem3,,0,0,0,0,0,0,0,0,0,0,0,0
681,si:dkey-27h10.2,,3,7,4,566,566,33,14,49,8,27,20,10
682,hhip,,10,7,0,7,7,9,1,37,22,0,1,31
684,smad1,,0,0,0,0,0,1,0,1,1,0,0,0
686,tceanc,,0,0,0,0,0,0,0,0,0,0,0,0
687,mmaa,,0,0,0,0,0,0,0,0,0,0,0,0
689,znf827,,301,447,263,574,574,412,366,1090,1093,674,964,783
690,lsm6,,152,491,145,219,219,234,156,605,1071,335,406,310
691,LOC100538006,,0,1,1,0,0,0,0,0,0,0,0,0
693,ednraa,,46,36,27,92,92,57,36,121,94,72,56,84
694,tmem184c,,9,6,19,10,10,13,16,41,21,35,45,19
695,prmt9,,41,88,61,43,43,69,46,174,199,172,153,100
696,arhgap10,,182,151,198,241,241,215,202,499,420,525,431,466
697,nr3c2,,4,2,3,0,0,6,4,11,7,10,7,10
698,dclk2a,,23,22,24,47,47,34,26,81,47,62,65,61
699,fam193a,,172,328,200,359,359,286,224,807,761,521,558,511
700,tnip2,,274,312,233,1322,1322,255,190,592,779,556,546,582
701,scpp1,,0,0,0,2,2,0,0,0,0,0,1,0
702,sparcl1,,3,2,2,5,5,2,2,5,9,2,6,6
703,LOC108190667,,0,0,1,0,0,0,0,0,0,0,0,0
704,LOC101883466,,0,0,0,0,0,0,0,0,0,0,0,0
705,si:dkeyp-13d11.2,,0,0,0,1,1,0,0,0,0,0,0,0
706,si:ch211-15e22.3,,1,7,2,9,9,11,1,25,17,3,9,10
707,LOC101883643,,0,0,0,0,0,0,0,0,0,0,0,0
708,galnt7,,1418,2666,1876,877,877,2210,1504,5717,6774,4797,3870,3500
709,hmgb2a,,1170,4958,895,3524,3524,2380,1429,6202,12778,2195,3883,2756
710,hand2,,128,250,129,302,302,167,128,423,659,253,318,293
711,fbxo8,,205,463,366,158,158,633,360,1523,1145,915,759,491
712,cep44,,14,41,12,11,11,32,13,79,118,39,18,38
713,hpgd,,38,45,20,69,69,43,14,85,101,59,33,90
716,gpm6ab,,59,127,51,121,121,76,11,197,303,113,71,151
717,wdr17,,9,6,3,7,7,7,3,10,8,10,15,21
718,asb5b,,12,3,6,8,8,1,5,9,15,20,13,13
719,spcs3,,527,689,471,781,781,528,522,1383,1629,1227,1294,1139
720,vegfc,,49,37,37,23,23,23,25,71,101,71,75,118
723,zgc:153720,,0,1,4,14,14,3,1,6,7,4,4,3
724,tenm3,,49,105,58,266,266,107,31,236,253,127,102,102
725,dctd,,5,126,9,66,66,61,39,160,291,28,107,20
726,irf2a,,121,166,119,165,165,159,154,405,455,306,342,299
727,tmem134,,256,376,344,371,371,358,346,818,885,811,867,602
728,stox2a,,96,79,83,109,109,70,61,154,220,206,158,257
729,LOC110439845,,0,1,0,0,0,0,3,0,0,0,1,4
730,ing2,,79,122,84,67,67,84,72,176,298,196,151,148
732,aip,,417,849,469,1210,1210,824,519,2124,2195,1211,1326,1069
733,cdk2ap2,,77,169,86,298,298,125,66,348,449,227,157,212
734,lgi2b,,0,0,0,0,0,0,0,0,0,0,0,0
735,ccdc149b,,0,1,0,0,0,0,1,0,2,0,0,1
736,si:dkey-117m1.4,,1,1,2,0,0,1,1,4,3,5,4,0
737,cntf,,2,17,2,45,45,9,3,35,36,9,14,7
738,si:ch211-113e8.11,,3,37,21,17,17,20,42,60,96,52,100,18
739,si:ch211-113e8.10,,21,48,39,30,30,36,52,88,155,82,123,66
740,zgc:152658,,16,89,14,220,220,73,28,154,237,34,70,41
741,zgc:194443,,9,30,14,49,49,17,17,47,63,28,48,29
743,si:ch211-113e8.9,,1,0,1,1,1,0,0,0,2,0,1,1
747,si:ch211-113e8.3,,0,0,0,0,0,0,0,0,0,1,0,0
748,faah2a,,0,0,0,1,1,0,0,0,0,0,0,0
749,zgc:56493,,1909,5875,2511,3471,3471,4026,3100,9876,14345,6337,7359,4623
751,vwa10.2,,0,2,0,1,1,9,1,51,9,5,1,1
752,maml3,,118,117,102,198,198,133,79,337,235,206,246,248
753,scoca,,412,325,328,322,322,405,351,1006,795,766,887,926
754,clgn,,90,159,72,210,210,111,90,356,350,162,193,204
755,LOC108190121,,1,3,2,1,1,1,1,5,4,0,3,2
756,naa15b,,280,515,286,605,605,387,289,1017,1260,760,798,799
757,LOC797949,,37,53,19,277,277,81,38,166,131,67,126,110
760,zgc:153642,,109,1342,229,265,265,1256,207,2988,3289,521,540,282
761,LOC110439949,,629,2566,898,690,690,3279,969,7916,6494,2100,2221,1482
762,htra3a,,36,715,111,392,392,726,108,1848,1900,238,313,90
763,gpr78a,,2,5,1,2,2,3,1,7,16,8,7,1
764,cpz,,16,82,34,36,36,100,67,191,229,100,117,42
768,lrpap1,,34,58,52,75,75,75,44,167,163,126,159,124
769,dok7,,5,0,4,4,4,6,1,12,2,16,4,20
770,rgs12b,,128,278,126,697,697,231,108,639,720,324,258,311
771,htt,,338,425,374,533,533,537,382,1373,1035,930,887,876
773,trnae-cuc,,0,0,0,0,0,0,0,0,0,0,0,0
774,paip2b,,810,773,765,795,795,808,789,2000,1992,1827,2044,2113
775,dok1a,,0,5,3,5,5,2,2,9,15,1,7,2
776,si:ch211-89o9.6,,40,75,59,75,75,57,53,148,152,120,118,109
778,dtx4,,90,48,90,195,195,109,74,288,127,203,201,240
780,si:dkey-56e3.3,,82,118,109,121,121,106,126,287,298,286,249,231
781,mogs,,483,1064,679,764,764,899,628,2333,2968,1705,1542,1208
782,LOC797711,,1,2,7,7,7,1,0,1,0,9,0,3
783,fbxo41,,2,2,10,53,53,13,2,17,7,24,6,11
784,rnf24,,62,60,60,426,426,62,60,180,143,131,120,139
785,smox,,122,211,49,3042,3042,196,74,533,464,118,176,281
786,LOC110439712,,5,6,18,2,2,4,4,19,15,65,21,25
787,si:dkey-37g12.1,,125,131,194,49,49,78,86,187,358,509,238,327
788,LOC797212,,2,1,1,0,0,0,1,1,2,12,14,13
789,adra1d,,23,21,9,5,5,13,13,27,46,23,29,59
790,ctnna2,,3,4,3,5,5,11,4,25,42,10,9,11
791,LOC108190166,,0,0,0,0,0,0,0,0,0,0,0,0
792,LOC101882853,,2,0,0,0,0,1,0,1,0,0,0,1
793,lrrtm1,,12,6,4,7,7,4,2,14,22,15,4,33
794,LOC110439713,,0,0,0,0,0,0,0,0,0,0,0,0
795,suclg1,,2530,3674,2856,5838,5838,3453,3428,8656,9221,6902,8581,6073
796,cisd2,,90,156,89,183,183,162,110,403,440,247,315,238
797,si:dkey-162b23.4,,31,33,46,26,26,26,30,63,58,128,64,56
798,bdh2,,313,792,365,348,348,725,440,1901,1850,957,1098,718
799,tacr3a,,0,0,1,0,0,2,0,3,3,2,1,3
802,scpp5,,0,0,0,0,0,2,0,2,0,0,0,1
806,si:dkey-22i16.7,,0,0,0,1,1,0,0,0,0,0,0,0
808,scpp9,,1,3,0,0,0,0,1,0,6,0,0,0
809,si:dkey-22i16.9,,73,0,114,163,163,104,84,251,1,306,169,210
810,zgc:66472,,118,104,113,53,53,96,94,210,255,204,244,289
812,si:ch73-109d9.1,,54,46,42,40,40,60,38,104,95,136,107,123
813,si:ch73-109d9.3,,32,23,22,77,77,31,29,89,55,74,74,81
814,si:ch73-109d9.2,,52,103,61,90,90,97,49,231,244,168,126,158
815,LOC799968,,56,138,82,384,384,152,127,429,320,201,297,140
816,vwa11,,198,466,392,4694,4694,1137,926,2747,1182,939,2347,478
817,LOC103909118,,4,9,7,45,45,3,2,28,24,13,15,6
819,cabp2a,,18,1,13,6,6,7,28,19,4,14,53,41
820,slc43a3a,,7,5,6,4,4,12,6,8,19,12,28,17
821,ctnnd1,,1258,2046,1215,1457,1457,1878,1186,4852,5474,3202,3237,3185
822,timm10,,168,203,125,190,190,164,125,419,528,419,436,423
823,unc93b1,,91,298,94,850,850,296,175,667,740,258,443,216
824,cryba1l2,,4,1,1,1,1,3,0,5,2,1,1,0
825,crybb1l2,,1,0,1,4,4,1,0,2,1,3,0,6
826,rtn4rl2a,,7,2,7,7,7,3,3,9,5,12,4,29
827,zdhhc5a,,386,503,399,571,571,468,347,1193,1288,1007,871,1034
828,tmx2b,,324,302,392,318,318,253,477,678,791,969,1073,862
829,med19b,,55,73,41,107,107,60,28,138,193,131,106,124
830,slc43a1b,,57,91,35,42,42,77,24,190,207,103,51,152
832,si:dkey-28b4.8,,758,1448,786,566,566,1086,803,2800,3544,1944,2101,1858
833,si:dkey-28b4.7,,146,825,167,274,274,512,163,1264,2105,407,441,462
834,ssrp1b,,66,157,95,201,201,85,76,269,362,189,187,164
835,p2rx3b,,1,1,2,1,1,2,3,1,15,9,2,0
836,si:dkey-9i23.4,,0,4,0,3,3,0,1,4,9,0,1,6
838,si:dkey-9i23.6,,7,8,4,3,3,10,6,20,13,8,11,4
839,tmem187,,170,87,152,57,57,145,159,439,201,352,455,403
840,si:dkey-9i23.8,,7,10,4,1,1,13,21,25,23,11,35,22
841,ndufs8a,,1227,1680,1269,1726,1726,1656,1482,4261,4406,3179,3472,2989
842,zgc:165520,,3,6,2,4,4,2,4,4,14,10,9,15
843,kdm2aa,,501,569,493,729,729,614,478,1556,1411,1290,1276,1271
844,tcirg1a,,2,36,33,28,28,2,44,11,92,94,132,8
845,wu:fc21g02,,6,139,139,215,215,59,171,137,386,321,488,8
846,si:dkey-9i23.15,,184,268,277,481,481,240,336,706,692,666,713,392
848,tmem176,,62,185,70,393,393,167,61,392,412,140,161,185
849,si:dkey-9i23.16,,43,43,32,133,133,68,17,178,100,72,41,65
850,vps37c,,303,489,319,2021,2021,669,385,1698,1263,780,938,783
851,cd5,,45,35,24,43,43,8,49,32,108,71,74,113
852,tmem132a,,1,7,3,33,33,5,1,4,11,7,4,5
856,dnaja1,,321,125,279,277,277,157,518,403,312,677,1358,787
857,smu1b,,1,1,7,5,5,0,4,7,13,19,6,12
858,rps6,,47368,24494,39119,21040,21040,27067,29514,65092,59009,96344,72810,112864
859,btr01,,0,10,12,0,0,0,0,2,32,24,3,0
864,zgc:111983,,0,3,0,24,24,2,1,3,11,4,5,0
865,ddx39aa,,878,1729,697,1683,1683,1189,948,3054,4466,1772,2374,1959
866,si:ch211-239f4.1,,4,12,3,66,66,4,3,27,27,10,12,9
867,LOC110439860,,0,0,0,0,0,0,0,0,0,0,0,0
869,si:ch73-90k17.1,,0,1,0,4,4,1,0,4,0,2,1,0
870,emp1,,0,3,2,7,7,7,4,7,1,4,3,3
871,zgc:101679,,89,174,75,207,207,127,85,327,423,217,214,210
872,si:ch211-243a20.4,,20,58,15,986,986,85,16,221,171,36,56,47
873,si:ch211-243a20.3,,0,3,0,22,22,5,0,7,19,3,2,2
875,atf7ip,,530,533,685,566,566,450,428,1239,1433,1627,1281,1301
876,sept3,,13,143,12,51,51,230,7,594,384,25,21,23
878,serhl,,72,235,67,248,248,203,105,489,569,156,271,168
879,trappc5,,266,348,316,335,335,310,240,783,791,664,622,631
880,mcoln1a,,46,61,68,763,763,147,50,330,192,175,121,96
881,si:ch211-214c7.4,,187,247,197,462,462,226,111,552,596,430,343,446
883,pkn1a,,136,148,118,761,761,143,150,435,410,272,375,327
885,map2k7,,56,17,48,75,75,35,34,87,48,162,112,124
886,pnpla6,,989,538,1232,808,808,659,2182,1591,1385,3224,5585,2381
887,lipt1,,18,58,20,21,21,29,28,89,112,53,92,53
888,eif5b,,711,852,553,1281,1281,762,668,1871,2183,1433,1794,1690
889,arhgef7b,,301,367,245,331,331,454,237,1126,971,600,623,667
890,LOC103909161,,10,3,7,11,11,0,14,4,8,32,27,19
893,LOC100002818,,0,0,0,0,0,0,0,0,0,0,0,0
894,atp11a,,6,9,3,39,39,5,0,10,12,7,10,9
895,tubgcp3,,118,190,67,178,178,147,85,356,450,169,264,216
896,mcf2la,,159,215,158,553,553,321,142,712,471,464,400,428
897,si:busm1-105l16.2,,30,0,3,0,0,0,6,2,0,9,23,86
898,cab39l,,934,1701,1022,878,878,1546,1258,3730,3927,2503,3138,2263
899,cdadc1,,246,415,280,231,231,357,336,853,982,704,864,618
900,rcbtb1,,44,108,51,130,130,120,50,325,255,135,107,116
901,arl11,,9,1,0,12,12,0,0,0,5,5,0,23
902,ebpl,,69,153,60,55,55,62,157,155,380,132,363,188
903,kpna3,,495,452,379,901,901,499,409,1304,1259,998,1066,1204
904,spryd7a,,310,395,218,274,274,388,474,1071,850,627,1174,695
905,LOC103909193,,1,4,2,2,2,5,1,13,6,6,6,3
909,LOC101884727,,6,2,6,5,5,2,0,2,10,6,3,7
910,si:ch73-160h15.3,,3,7,4,21,21,11,1,19,20,1,6,3
911,agpat3,,4502,2422,4854,1229,1229,1693,6991,4248,6259,12546,17730,11291
912,pdxkb,,15,11,7,33,33,14,12,44,16,27,30,37
913,LOC101885235,,0,0,11,5,5,1,0,4,2,23,0,0
914,pknox1.2,,196,160,126,333,333,168,175,445,463,309,427,446
915,si:dkey-22n8.3,,0,3,4,14,14,5,2,9,4,14,5,6
916,itsn1,,540,461,522,683,683,580,561,1505,1224,1330,1544,1325
917,cryzl1,,96,183,104,137,137,198,147,448,476,240,421,237
918,setd4,,102,136,112,106,106,111,93,271,371,261,248,258
919,mhc1zea,,56,143,388,677,677,507,62,1149,318,990,161,114
920,mhc1zda,,106,120,228,179,179,147,110,315,275,542,236,266
921,mhc1zca,,10,19,49,14,14,10,7,24,32,145,26,16
922,LOC103909196,,2,0,3,2,2,3,7,12,9,8,15,8
923,mhc1zba,,22119,22758,12243,9572,9572,23753,25924,58039,55788,31249,66491,54816
924,cbr1,,456,385,358,181,181,392,566,919,1066,903,1368,1084
926,bcl9,,252,458,213,335,335,475,232,1227,1338,603,619,634
927,gja5b,,25,29,25,27,27,21,15,55,79,69,45,73
929,fstl1a,,25,87,24,22,22,31,32,114,205,41,68,36
930,lrrc58a,,23,5,20,18,18,96,14,202,18,50,28,74
932,stn1,,49,134,48,64,64,95,73,269,293,134,154,118
933,sh3pxd2aa,,158,211,212,282,282,231,134,592,562,507,317,433
934,neurl1aa,,61,85,57,262,262,137,69,348,185,149,197,197
938,LOC101885528,,0,1,1,0,0,0,1,1,0,0,1,0
939,LOC110437846,,0,0,0,0,0,1,1,2,0,0,5,1
940,LOC101886909,,0,0,0,0,0,0,0,0,0,0,0,0
941,cxcl18b,,152,186,90,2746,2746,544,86,1437,481,260,228,373
942,si:ch73-6k14.2,,3,1,2,8,8,2,3,12,4,5,6,5
943,caly,,8,3,30,36,36,14,5,31,20,105,12,22
944,msx1b,,0,1,2,5,5,2,0,2,3,3,0,1
945,si:dkeyp-80c12.8,,0,0,0,1,1,0,0,0,0,0,0,0
946,si:dkeyp-80c12.7,,3,3,2,25,25,10,1,17,6,4,8,5
947,taf5,,166,181,131,162,162,149,135,385,465,361,328,413
948,si:dkeyp-80c12.10,,676,1395,678,727,727,796,750,1980,3205,1735,1854,1541
949,pdcd11,,576,520,542,894,894,683,653,1669,1424,1478,1737,1321
950,zgc:175214,,192,511,171,2207,2207,351,200,852,1195,424,525,414
951,calhm1,,0,1,2,3,3,4,0,3,5,0,2,0
952,LOC794408,,23,62,14,263,263,59,19,148,152,45,54,60
953,zp3c,,0,0,0,5,5,3,0,1,2,2,3,0
954,si:ch211-281g13.5,,0,18,27,260,260,75,20,222,55,60,48,7
955,zgc:163136,,2,1,3,3,3,13,2,45,1,6,1,3
956,si:ch211-281g13.4,,30,59,20,443,443,242,8,628,141,49,37,65
957,col17a1a,,9,33,8,4,4,235,5,504,74,25,10,15
958,slkb,,222,1149,746,187,187,957,306,2258,2885,1798,787,546
960,si:ch211-149l1.2,,175,874,403,352,352,978,304,2514,2186,954,845,387
961,lef1,,4,12,9,7,7,17,4,44,29,8,5,7
962,hadh,,523,2208,909,406,406,1666,1138,4151,5499,2251,2837,1214
963,cyp2u1,,479,106,423,52,52,343,250,739,243,1062,651,1200
964,sgms2,,1,2,4,1,1,5,0,5,3,6,5,4
965,gstcd,,34,63,73,31,31,55,37,140,174,178,130,145
966,npnt,,202,128,106,21,21,127,64,371,331,229,157,603
967,tbck,,177,206,219,183,183,268,220,688,501,488,561,452
968,aimp1,,524,902,494,698,698,874,448,2341,2197,1301,1146,1138
969,dkk2,,2,1,6,24,24,5,0,10,3,15,4,11
970,papss1,,20,25,8,99,99,26,9,83,61,17,23,43
972,pkd2,,69,124,77,234,234,120,62,277,314,170,187,194
974,ppm1k,,318,244,469,256,256,221,440,612,611,1158,1091,756
975,si:ch73-190m4.1,,33,31,42,368,368,198,35,606,89,118,89,45
